position_id,win,win_g,win_bg,lose_g,lose_bg
xjsPGABwtwWACw,0.25694445,0.04243827,0.0023148148,0.21527778,0.0030864198
jTuHGABwtwWACw,0.33873457,0.07561728,0.0023148148,0.19521604,0.0030864198
2N0EAQfGOw8YAA,0.77391976,0.15432099,0.0030864198,0.031635802,0.0
2LsBEAfGOw8YAA,0.74614197,0.15972222,0.0023148148,0.04089506,0.0023148148
jXcOGADYuwEQBw,0.2816358,0.036265433,0.0030864198,0.15046297,0.0023148148
xjsfEADYuwEQBw,0.32561728,0.043981485,0.0030864198,0.113425925,0.0015432099
2LsJAAeNdw4YAA,0.7770062,0.086419754,0.0023148148,0.025462963,0.0015432099
sbuBAAeNdw4YAA,0.78395057,0.13194445,0.0023148148,0.032407407,0.0
jXceEADYuwkABw,0.23070988,0.020833332,0.00077160494,0.054012347,0.00077160494
be4MGADYuwkABw,0.24305557,0.030092591,0.00077160494,0.101080246,0.00077160494
dHcDAAeNdx4QAA,0.8001543,0.052469134,0.0,0.013888888,0.00077160494
sncDAAeNdx4QAA,0.79938275,0.060185183,0.0015432099,0.022376543,0.0
G3ceCAB0dwMABw,0.23070988,0.016975308,0.0,0.058641974,0.0
i3ceAQB0dwMABw,0.2484568,0.024691358,0.00077160494,0.042438272,0.0
7G4DBAaLdx4BAA,0.85108024,0.036265433,0.0,0.0046296297,0.0
6nYDBAaLdx4BAA,0.85339504,0.043209877,0.00077160494,0.009259259,0.0
K988AADqdgMEBg,0.1404321,0.0030864198,0.00077160494,0.028549382,0.0
i985AADqdgMEBg,0.124228396,0.0015432099,0.0,0.033950616,0.0
ttsBBAaL3zkAAA,0.86496913,0.029320987,0.0,0.0023148148,0.0
2u0CFASL3zkAAA,0.8765432,0.06635802,0.0,0.0030864198,0.0
1u1CAAaL3zkAAA,0.8618827,0.029320987,0.00077160494,0.0038580247,0.0
W34zAADa7QIUBA,0.12731482,0.0077160494,0.00077160494,0.048611112,0.00077160494
V74zAADa7QIUBA,0.13348766,0.0023148148,0.0,0.034722224,0.0
2u2iAARbfjMAAA,0.875,0.03549383,0.0,0.0061728396,0.00077160494
2u0FCARbfjMAAA,0.8703704,0.029320987,0.0,0.0061728396,0.0
2u0SAQRbfjMAAA,0.867284,0.03549383,0.0,0.0061728396,0.0
u3wzAADa7QUIBA,0.14969136,0.0030864198,0.0,0.015432099,0.0
23ozAADa7QUIQA,0.2507716,0.013888889,0.0,0.13271606,0.0023148148
ttsFAgS7fDMAAA,0.86188275,0.019290123,0.0,0.0054012346,0.00077160494
2tuFAAS7fDMAAA,0.86111116,0.013117284,0.0,0.0069444445,0.0015432099
78sxAAC22wUCBA,0.26620373,0.0146604935,0.0,0.0015432099,0.0
+9oHAAC22wUCQA,0.33796296,0.015432099,0.0,0.028549382,0.0
brcLAATvyzEAAA,0.75385803,0.0015432099,0.0,0.0077160494,0.0
bbcTAATvyzEAAA,0.7530864,0.008487654,0.0,0.008487654,0.0
bbcNAATvyzEAAA,0.7307099,0.0015432099,0.0,0.0146604935,0.0
75sHAABttxMABA,0.047839507,0.0,0.0,0.0015432099,0.0
7zcjAABttxMABA,0.41743827,0.020061728,0.0,0.0038580247,0.0
b3cDAATvmwcAAA,0.95216054,0.0015432099,0.0,0.0,0.0
4HPkASLgc/ABMA,0.49614197,0.14737654,0.009259259,0.15432099,0.009259259
4HPiASTgc/ABMA,0.5162037,0.16049382,0.0146604935,0.15200616,0.0030864198
sGfwATDgc+QBIg,0.4992284,0.14351852,0.0069444445,0.13657407,0.0038580247
4HPwARLgc+QBIg,0.5486111,0.1566358,0.0061728396,0.09953704,0.0077160494
4PMxAyCwZ/ABMA,0.5,0.13425927,0.008487654,0.13580246,0.0077160494
jE/MAyCwZ/ABMA,0.51851845,0.17438272,0.0069444445,0.13966049,0.011574074
sGfKATDg8zEDIA,0.5270062,0.1550926,0.015432099,0.14274691,0.0054012346
sGfiASTg8zEDIA,0.5439815,0.15509258,0.009259259,0.14506173,0.012345679
4PPjACCwZ8oBMA,0.54629624,0.16820988,0.0069444445,0.11342593,0.0069444445
4OcjAwiwZ8oBMA,0.57253087,0.21527778,0.0077160494,0.12808642,0.009259259
sLeUATDg8+MAIA,0.45061725,0.12885803,0.008487654,0.15200616,0.0046296297
6M7IATDg8+MAIA,0.50771606,0.16126543,0.012345679,0.14197531,0.0030864198
4OfHABCwt5QBMA,0.6342593,0.22145063,0.008487654,0.10339507,0.0069444445
xOfjABCwt5QBMA,0.6234568,0.2191358,0.0069444445,0.113425925,0.0077160494
sLcVATDg58cAEA,0.33333334,0.10185186,0.0077160494,0.22839506,0.008487654
sLeJASHg58cAEA,0.3773148,0.12037037,0.011574074,0.17052469,0.0046296297
zJ7HABCwtxUBMA,0.57098764,0.11188272,0.0061728396,0.14969136,0.011574074
5D7HABCwtxUBMA,0.6234568,0.1574074,0.009259259,0.12268519,0.0077160494
aLc1ADDMnscAEA,0.4637346,0.17978396,0.027006174,0.10725309,0.0061728396
sLcrADDMnscAEA,0.49074072,0.17824073,0.016203703,0.09259259,0.0023148148
bDvHAASw2xoAWA,0.28549385,0.024691358,0.0015432099,0.38503087,0.06095679
bJuXAASw2xoAWA,0.2924383,0.04089506,0.00077160494,0.38194442,0.06712963
sNsaAFhsO8cABA,0.71682096,0.4351852,0.095679015,0.030864198,0.00077160494
tm3GAASw2xoAWA,0.27623457,0.028549384,0.0015432099,0.44984567,0.114969134
7O6MAASw2xoAWA,0.32175925,0.03317901,0.0015432099,0.3896605,0.08873457
sNsaAFi2bcYABA,0.7067901,0.47222224,0.12191358,0.023148147,0.00077160494
3vYGAASw2xoAWA,0.4552469,0.048611112,0.0030864198,0.36728394,0.08564815
sNsaAFje9gYABA,0.5941358,0.4074074,0.108024694,0.04398148,0.0015432099
3vYGAgCw2wwAbA,0.23533951,0.00077160494,0.0,0.5787037,0.17978396
vu0FIACw2wwAbA,0.3549383,0.032407407,0.0015432099,0.45833334,0.13117284
sNsMAGze9gYCAA,0.77237654,0.5933642,0.19907407,0.00077160494,0.00077160494
3u5GAACw2wwAbA,0.19135803,0.0,0.0,0.6296296,0.20216049
3vYmAACw2wwAbA,0.23070988,0.0,0.0,0.5910494,0.18518518
sNsMAGze7kYAAA,0.80632716,0.6203704,0.21219136,0.0,0.0
7u4GAADYbQYANg,0.19058642,0.0,0.0,0.61728394,0.20524691
3rsNAACw2wwAbA,0.20910494,0.0,0.0,0.61728394,0.19830246
sNsMAFzu7gYAAA,0.8078703,0.6111111,0.2037037,0.0,0.0
7t4DAADYbQYALg,0.16898148,0.0,0.0,0.62808645,0.17824075
dm8DAADsNgMAFw,0.18827161,0.0,0.0,0.6234568,0.2191358
aNsMADzu3gMAAA,0.83641976,0.6257716,0.19907407,0.0,0.0
sNsJADzu3gMAAA,0.85030866,0.6381173,0.20987654,0.0,0.0
pNsMADzu3gMAAA,0.8449074,0.6319444,0.20756173,0.0,0.0
7u4AAAB2OwGABw,0.16203703,0.0,0.0,0.63503087,0.20216049
aLcJIDju7gAAAA,0.8356481,0.6442901,0.21373457,0.0,0.0
sLcDIDju7gAAAA,0.845679,0.650463,0.20216049,0.0,0.0
sNsJAjju7gAAAA,0.8464506,0.6527778,0.21527778,0.0,0.0
7i4AAIC9HQDBAQ,0.23148148,0.0,0.0,0.5748457,0.17824075
sG8HoCDuLgAAAA,0.9375,0.8402778,0.06404321,0.0,0.0
sLfDgCDuLgAAAA,0.9421297,0.84722227,0.07175926,0.0,0.0
7g0AAMC+HYCCAA,0.060185187,0.0,0.0,0.8101852,0.083333336
7g4AAMC+HYCCAA,0.06481481,0.0,0.0,0.79243827,0.0779321
sG9HgCDuDQAAAA,0.92978394,0.81558645,0.091820985,0.0,0.0
cN8GRCDuDQAAAA,0.93904316,0.8125,0.091820985,0.0,0.0
ZG8HRCDuDQAAAA,0.9359568,0.81635803,0.09490741,0.0,0.0
7gMAAOC+DYhAAA,0.05787037,0.0,0.0,0.8040123,0.11805555
3gUAAOC+DYhAAA,0.17515433,0.0,0.0,0.6412037,0.079475306
cN8GCiDuAwAAAA,0.93364197,0.7986111,0.113425925,0.0,0.0
Yd8GRCDuAwAAAA,0.94521606,0.8287037,0.11419753,0.0,0.0
5N4GQiDuAwAAAA,0.933642,0.7908951,0.12654321,0.0,0.0
7gAAgLBvAyIQAA,0.05632716,0.0,0.0,0.82638884,0.14814815
Yd8GBSDuAAAAAA,0.94521606,0.8287037,0.12962963,0.0,0.0
4d4GCSDuAAAAAA,0.94753087,0.83410496,0.14737654,0.0,0.0
NgAAINzbIAEEAA,0.030864198,0.0,0.0,0.89891976,0.2361111
XQAAQLi3QQIQAA,0.22453703,0.0,0.0,0.5416667,0.013888889
4d42ACA2AAAAAA,0.97067904,0.88271606,0.24845679,0.0,0.0
xd0WAiA2AAAAAA,0.96141976,0.8896605,0.25,0.0,0.0
BgAACPe2AQABAA,0.00077160494,0.0,0.0,0.99151236,0.19290124
w902ACAGAAAAAA,0.99691355,0.93209875,0.75848764,0.0,0.0
md02ACAGAAAAAA,0.99614197,0.93672836,0.7623457,0.0,0.0
4HPwBSDgc/ABMA,0.5015432,0.13657407,0.0046296297,0.13657407,0.0038580247
hmfwATDgc/ABMA,0.49691358,0.16126543,0.0061728396,0.16512345,0.009259259
4HPhQSDgc/ABMA,0.47222224,0.14043209,0.0046296297,0.1388889,0.011574074
4HPwAyCGZ/ABMA,0.4953704,0.16203704,0.0038580247,0.12731482,0.0069444445
4PPgQSCGZ/ABMA,0.5169753,0.19598766,0.013117284,0.1273148,0.010030864
hmfhASLgc/ADIA,0.51466054,0.12885803,0.0054012346,0.14660494,0.0061728396
hmfiASHgc/ADIA,0.52932096,0.13194445,0.0069444445,0.16049384,0.0023148148
mE/wIwCGZ/AAaA,0.32716048,0.08873457,0.0023148148,0.21836421,0.013888889
4HPDIwCGZ/AAUQ,0.375,0.08719136,0.0023148148,0.12191358,0.0077160494
hmfwgCiYT/AjAA,0.63811725,0.17901234,0.008487654,0.101080246,0.0046296297
mB/wEwCGZ/CAKA,0.43595678,0.13117285,0.0038580247,0.16743827,0.0077160494
WB/wIwCGZ/AAVA,0.45293212,0.16975309,0.0061728396,0.16589506,0.008487654
hmfwYBCYH/ATAA,0.5408951,0.12808642,0.0038580247,0.14583334,0.0054012346
Rs/ggCiYH/ATAA,0.5841049,0.16975307,0.010802469,0.13734567,0.0061728396
mB/hBwCGZ/BgEA,0.46682099,0.14506173,0.0046296297,0.13734569,0.0054012346
WB/iBwCGZ/BgEA,0.48611113,0.13425925,0.0046296297,0.1412037,0.0030864198
hmfwyACYH/ADQA,0.44753087,0.10802469,0.0061728396,0.1558642,0.0030864198
Rk/hYBCYH+EHAA,0.55864197,0.12422839,0.0061728396,0.13117285,0.0054012346
OB/wAyCGZ/DIAA,0.5486111,0.15277778,0.0038580247,0.11265432,0.0054012346
mB/wAwiGZ/DIAA,0.5470679,0.15046297,0.0023148148,0.109567896,0.0054012346
hmfhwQA4H/ADIA,0.42746913,0.08564815,0.0030864198,0.15895063,0.0038580247
hrfgyAA4H/ADIA,0.47993824,0.13811728,0.0054012346,0.1550926,0.0023148148
OD/gAyCGZ+HBAA,0.5833333,0.16820988,0.0038580247,0.0949074,0.0054012346
eJ7gAyCGZ+HBAA,0.6064815,0.18209878,0.0054012346,0.10725308,0.0054012346
hmfhQwB4HvABUA,0.39583334,0.10339506,0.0030864198,0.1412037,0.009259259
DWfhoQB4HvABYA,0.43981484,0.15200618,0.0069444445,0.19675925,0.0046296297
ch7wATCGZ+FDAA,0.6550926,0.15277778,0.0077160494,0.08410493,0.0038580247
eB7kATCGZ+FDAA,0.6635803,0.15046296,0.0077160494,0.07253086,0.0046296297
eB7wASSGZ+FDAA,0.6689815,0.17901234,0.0054012346,0.070216045,0.0030864198
Zs7gQwB4HuQBMA,0.3873457,0.11651234,0.0046296297,0.15354937,0.012345679
hmfFBwB4HuQBMA,0.3688272,0.0779321,0.0046296297,0.12654321,0.0030864198
eB7kCSCGZ+EDQA,0.5030864,0.16435185,0.0069444445,0.14429012,0.0030864198
eD3EATCGZ8UHAA,0.70910496,0.16358025,0.013888889,0.06558642,0.0030864198
hmfDAyB4HuQJIA,0.4992284,0.1412037,0.0030864198,0.1412037,0.0069444445
hmfhAwJ4HuQJIA,0.52700615,0.17515433,0.0023148148,0.12345679,0.0069444445
eB7MAyCGZ8MDIA,0.53858024,0.16820988,0.008487654,0.114969134,0.0038580247
7BzkCSCGZ8MDIA,0.5486111,0.17052469,0.008487654,0.14891975,0.0061728396
xp7CAyB4HswDIA,0.4845679,0.10879629,0.0054012346,0.16358025,0.0023148148
hmfDQwB4HswDIA,0.47608024,0.15046296,0.0030864198,0.10570987,0.0030864198
+DyYAyDGnsIDIA,0.5717593,0.18132716,0.0030864198,0.09876543,0.0038580247
8RyZAyDGnsIDQA,0.5910494,0.23148148,0.016203703,0.14197531,0.0038580247
xj2GAyD4PJgDIA,0.40123457,0.08796297,0.0061728396,0.18209878,0.0023148148
xp4WAyD4PJgDIA,0.4537037,0.12577161,0.0030864198,0.19444445,0.0069444445
8TyYAyDGnhYDQA,0.6257716,0.24074075,0.012345679,0.113425925,0.0023148148
+Dw0AyDGnhYDIA,0.6342592,0.24459876,0.0046296297,0.0941358,0.0030864198
w50WAyB4HswBYA,0.25540122,0.06635802,0.0054012346,0.47530863,0.008487654
w54WAxB4HswBYA,0.27932099,0.07253086,0.0046296297,0.45061728,0.0054012346
eB7MAWDDnRYDIA,0.8225309,0.6018519,0.011574074,0.043209873,0.0030864198
YzcWAyB4HswBYA,0.20447531,0.037037037,0.0038580247,0.5570988,0.009259259
w50NAwJ4HswBYA,0.20756173,0.038580246,0.0023148148,0.4992284,0.0061728396
Yx7MAQxjNxYDQA,0.64969134,0.15432099,0.0069444445,0.068672836,0.0015432099
7BnMAQxjNxYDIA,0.5979938,0.1412037,0.0069444445,0.08024691,0.0015432099
Y7cMAxBjHswBDA,0.37808642,0.09259259,0.0046296297,0.19367285,0.0054012346
yzYWAxBjHswBDA,0.38503087,0.117283955,0.0061728396,0.1875,0.0038580247
Yx7MIQhjN4YBSA,0.5941358,0.31095678,0.0054012346,0.15277778,0.0061728396
xxzMAQxjtwwDQA,0.67978394,0.16126543,0.008487654,0.054012347,0.0
YzeFARFjHswBRA,0.35030866,0.117283955,0.010030864,0.38348764,0.008487654
YzeGAQljHswhCA,0.4791667,0.14891975,0.0077160494,0.23225307,0.012345679
Yx7MAURjN4UBEQ,0.77006173,0.53780866,0.0038580247,0.054012343,0.008487654
s22EARFjHswBYA,0.15200616,0.033950616,0.0,0.654321,0.011574074
0zYLARFjHswBYA,0.23456791,0.068672836,0.0038580247,0.5393518,0.0061728396
Yx7MAUizbYQBEQ,0.80864197,0.56558645,0.009259259,0.054012343,0.0015432099
s+2AQRBjHswBSA,0.20910494,0.061728396,0.0038580247,0.5131173,0.011574074
s+0gARFjHswBSA,0.20447531,0.054012347,0.0046296297,0.52700615,0.010802469
Yx7MAUiz7YBBEA,0.81867284,0.58641976,0.0061728396,0.052469134,0.0023148148
a9uAAxBjHswBYA,0.15354939,0.043209877,0.00077160494,0.6412037,0.0077160494
a9sEQRBjHswBYA,0.12962964,0.043209877,0.0038580247,0.7145062,0.0077160494
Yx7MAWBr2wRBEA,0.9166667,0.8055556,0.009259259,0.0146604935,0.0030864198
27ZBQBBjHswBYA,0.034722224,0.0030864198,0.0,0.89506173,0.009259259
27YBERBjHswBYA,0.032407407,0.00077160494,0.0,0.8873457,0.008487654
Yx7MAWDbtkFAEA,0.9660494,0.8865741,0.0061728396,0.0046296297,0.0
27YhoABjHswBYA,0.024691358,0.0,0.0,0.91743827,0.0077160494
27ZBkABjHswBYA,0.029320987,0.00077160494,0.0,0.9197531,0.0077160494
23YDQAhjHswBYA,0.035493825,0.0023148148,0.00077160494,0.8966049,0.0069444445
Yx7MAWDbtkGQAA,0.97530866,0.9089506,0.0077160494,0.00077160494,0.0
27YRUABjHswBYA,0.024691358,0.0,0.0,0.9236111,0.008487654
27ZBggBjHswBYA,0.018518519,0.0,0.0,0.9282408,0.009259259
27YRiABjHswBYA,0.027777778,0.0,0.0,0.91280866,0.010030864
Yx7MAWDbtkGCAA,0.9768518,0.9143518,0.008487654,0.0,0.0
27aJEABjHswBYA,0.022376543,0.0,0.0,0.92206794,0.0054012346
23aDgABjHswBYA,0.023148147,0.0,0.0,0.91280866,0.0054012346
Yx7MAWDbdoOAAA,0.9807099,0.9189815,0.011574074,0.0,0.0
23YjIABjHswBYA,0.016203703,0.0,0.0,0.9205247,0.0030864198
u22DQABjHswBYA,0.03549383,0.00077160494,0.0,0.9074074,0.0015432099
23YTQABjHswBYA,0.030092591,0.00077160494,0.0,0.9120371,0.0030864198
Yx7MAWC7bYNAAA,0.97608024,0.91126543,0.011574074,0.0,0.0
u21DBABjHswBYA,0.025462963,0.0,0.0,0.9189815,0.008487654
t22DBABjHswBYA,0.029320987,0.0,0.0,0.9128086,0.0046296297
Yx7MAWC7bUMEAA,0.96990734,0.91898143,0.010802469,0.0,0.0
u+2GAABjHswBYA,0.024691358,0.0,0.0,0.9305555,0.0061728396
e9sGBABjHswBYA,0.025462963,0.0,0.0,0.91898143,0.0069444445
u20rAABjHswBYA,0.017746914,0.0,0.0,0.94058645,0.0038580247
Yx7MAWB72wYEAA,0.95601845,0.88657403,0.0069444445,0.0,0.0
e9tGAABjHswBYA,0.030864198,0.0,0.0,0.9035494,0.0054012346
d9uGAABjHswBYA,0.030092593,0.0,0.0,0.912037,0.010030864
Yx7MAWB324YAAA,0.97067904,0.9020062,0.0077160494,0.0,0.0
t20HAIAxD+YAMA,0.07021605,0.0,0.0,0.86188275,0.010030864
d7sNAABjHswBYA,0.017746914,0.0,0.0,0.9259259,0.008487654
Yx7MAWC3bQcAAA,0.9320988,0.86651236,0.011574074,0.0,0.0
ty0AABjzYA4AAw,0.14197531,0.0,0.0,0.7569445,0.023919754
Yx7MAWC3LQAAAA,0.93209875,0.85262346,0.054012347,0.0,0.0
twAAgDEP5gAwAA,0.08796296,0.0,0.0,0.7785494,0.15277778
Yx7MAUQ3AAAgAA,0.7592593,0.46064815,0.025462963,0.0,0.0
NwAAgTEP5gAiAA,0.20216049,0.0,0.0,0.4830247,0.033950616
Yx7MQQg3AAABAA,0.7908951,0.47762346,0.027777778,0.0,0.0
Yx7MgQQ3AAABAA,0.79243827,0.49614197,0.033950616,0.0,0.0
NwAIgDEP5iAEAA,0.21219136,0.0,0.0,0.4382716,0.025462963
Yx6aQQg3AAAgAA,0.74614197,0.38811728,0.027777778,0.0,0.0
Yx7KQQI3AAAgAA,0.7507716,0.37808642,0.028549382,0.0,0.0
NwAAiDEP5SABAA,0.24305555,0.0,0.0,0.40046299,0.027777778
Yx6LQQI3AAAIAA,0.77854943,0.43904322,0.027777778,0.0,0.0
Yx6aBQI3AAAIAA,0.7438272,0.39814815,0.03549383,0.0,0.0
NwAAwJjHYhAQAA,0.0,0.0,0.0,0.9976852,0.013117284
mGfwATDgc/ABMA,0.47145063,0.13888888,0.0046296297,0.16049384,0.010030864
4HPhASTgc/ABMA,0.50848764,0.14814815,0.0038580247,0.15123457,0.0077160494
4NvgATCYZ/ABMA,0.5393519,0.19290122,0.0077160494,0.13348766,0.0054012346
4OfgATCYZ/ABMA,0.57098764,0.19290122,0.0077160494,0.13503087,0.0046296297
mGfhASLg2+ABMA,0.46759257,0.14351852,0.0030864198,0.18287037,0.0054012346
mGfiASHg2+ABMA,0.49459875,0.15972222,0.010030864,0.15432099,0.011574074
yNvBATCYZ+EBUA,0.52006173,0.18055555,0.013117284,0.14583333,0.010802469
4NvBASSYZ+EBIg,0.54320985,0.19058642,0.0069444445,0.12114198,0.0023148148
mGfhAQbg7eAAWA,0.38348767,0.09104938,0.0046296297,0.20910494,0.011574074
mGfFASLg7eAAWA,0.39891973,0.11265432,0.008487654,0.22530864,0.024691358
4O3gAFiYZ+EBBg,0.6589506,0.26311728,0.023148147,0.074074075,0.0015432099
mOeSAQbg7eAAWA,0.3634259,0.06790123,0.0023148148,0.23996913,0.020833334
OOfCAQbg7eAAWA,0.37654322,0.0933642,0.0069444445,0.21219136,0.018518519
4O3BADKY55IBBg,0.6689815,0.2507716,0.019290123,0.0625,0.0015432099
xNvgADKY55IBBg,0.68441355,0.24228396,0.0146604935,0.06558642,0.0023148148
xO3ggDCY55IBBg,0.62885803,0.24228396,0.029320987,0.08873457,0.008487654
2M6SAQbE2+AAMg,0.31635803,0.06867284,0.0069444445,0.25540122,0.018518519
NOeKAQbE2+AAWA,0.37885803,0.111111104,0.0054012346,0.2337963,0.023148147
htvgADLYzpIBBg,0.7523148,0.28780863,0.025462963,0.05632716,0.0038580247
xNvBADLYzpIBBg,0.74382716,0.2955247,0.023148147,0.05632716,0.0023148148
jM/gADLYzpIBBg,0.77160496,0.2939815,0.023919754,0.05015432,0.0023148148
tJuSAQbE28EAWA,0.30709878,0.07484568,0.0054012346,0.29475307,0.034722224
tJ2RAQbE28EAWA,0.27160493,0.057870373,0.0030864198,0.28703704,0.03317901
tJ2KAQbE28EAWA,0.31327158,0.08333333,0.0061728396,0.29938272,0.030864198
xNvBAFi0nZEBBg,0.77160496,0.34027776,0.038580246,0.044753086,0.0
bLuQAQbE28EAWA,0.19984569,0.030864198,0.00077160494,0.38348764,0.050925925
bDeRAQbE28EAWA,0.23379628,0.038580246,0.0015432099,0.34336418,0.038580246
bDuJAQbE28EAWA,0.21836421,0.038580246,0.0030864198,0.3449074,0.040123455
xNvBABxsN5EBBg,0.71141976,0.2523148,0.020061728,0.053240743,0.0038580247
ZNvBADRsN5EBBg,0.712963,0.33333334,0.040123455,0.0625,0.0038580247
3DaDAQbE28EAHA,0.26080248,0.05169753,0.0030864198,0.23070988,0.013888889
bDcjAQbE28EAHA,0.25308642,0.046296295,0.0023148148,0.27777776,0.018518519
ZLfBABxsNyMBBg,0.6875,0.26080248,0.015432099,0.06404321,0.0046296297
jNuhABxsNyMAQw,0.67901236,0.22762345,0.016203703,0.063271604,0.0046296297
bDcjKQBkt8EAHA,0.3248457,0.09490741,0.010802469,0.29938272,0.027006174
bDdTAgRkt8EAHA,0.36265433,0.09876543,0.0077160494,0.2816358,0.025462963
bDdHCARkt8EAHA,0.34336418,0.081018515,0.0030864198,0.2816358,0.023148147
yt3AABxsN1MCBA,0.81327164,0.22145061,0.010030864,0.026234567,0.0
zHaDABxsN1MCBA,0.7754629,0.30864197,0.023148147,0.025462963,0.0023148148
bDdrAATK3cAAHA,0.20524691,0.031635802,0.0015432099,0.2476852,0.015432099
bLfGAATK3cAAHA,0.25385803,0.044753086,0.0,0.24228396,0.018518519
3DazAATK3cAAHA,0.22916667,0.038580246,0.00077160494,0.23148148,0.020061728
mtuBABxst8YABA,0.8479938,0.21682099,0.010802469,0.014660494,0.00077160494
lt2BABxst8YABA,0.8533951,0.22530864,0.0077160494,0.017746914,0.0
bLfGAgCa2wEATg,0.12654322,0.013117284,0.00077160494,0.41049382,0.016975308
7G7GEACa24EAHA,0.17592594,0.019290123,0.00077160494,0.21373457,0.0030864198
mtsBAE5st8YCAA,0.84876543,0.4074074,0.018518519,0.009259259,0.0
3LaNAQCa2wEATg,0.14506172,0.009259259,0.0,0.40277776,0.022376543
bLctAQCa2wEATg,0.1257716,0.009259259,0.0,0.4251543,0.025462963
mtsBAE5sty0BAA,0.8557099,0.44830248,0.030092593,0.008487654,0.0
7G6bAACa2wEATg,0.14583333,0.008487654,0.0,0.4251543,0.021604938
3G4bAQCa2wEATg,0.15200616,0.0061728396,0.0,0.44675925,0.020061728
NrcBAB7sbpsAAA,0.8842593,0.3726852,0.019290123,0.0069444445,0.00077160494
NdcBAB7sbpsAAA,0.8958334,0.3865741,0.020061728,0.0069444445,0.00077160494
3Ns2AAA2twEAHg,0.13811728,0.010030864,0.0,0.35262346,0.013117284
7N0tAAA2twEAHg,0.22762346,0.018518519,0.0,0.28935185,0.016975308
29wAAB7c2zYAAA,0.88348764,0.35725307,0.016203703,0.008487654,0.0
7rYAAB7c2zYAAA,0.8950618,0.36574075,0.023919754,0.0023148148,0.0
3doAAB7c2zYAAA,0.8935185,0.36265433,0.017746914,0.0069444445,0.0
fL8NAADutgAAHg,0.08796296,0.0,0.0,0.40895063,0.0146604935
cz8bAADutgAAHg,0.17669755,0.013117284,0.00077160494,0.3240741,0.0069444445
