position_id,win,win_g,win_bg,lose_g,lose_bg
v10CAMBuCQIAAA,0.79243827,0.0,0.0,0.0,0.0
v44BAGC3BAEAAA,0.7662037,0.0,0.0,0.0,0.0
3wYAAHQjAAAAAA,0.9166667,0.0,0.0,0.0,0.0
vwsAAOhGAAAAAA,0.91743827,0.0,0.0,0.0,0.0
3XYLAQCs+xYBAA,0.16743827,0.0,0.0,0.0,0.0
u3YVAQCs+xYBAA,0.19135803,0.0,0.0,0.0,0.0
y3MtBAC27VwAAA,0.7106481,0.0,0.0,0.0,0.0
5blbAAC27VwAAA,0.7021605,0.0,0.0,0.0,0.0
zetWAAC121kAAA,0.65123457,0.0,0.0,0.0,0.0
1fMuAAC121kAAA,0.6597222,0.0,0.0,0.0,0.0
1bcDAED17QUAAA,0.27237654,0.0,0.0,0.0,0.0
rdsDAED17QUAAA,0.26929012,0.0,0.0,0.0,0.0
jwAAALoDAAAAAA,0.03935185,0.0,0.0,0.0,0.0
bwAAAHQHAAAAAA,0.040895063,0.0,0.0,0.0,0.0
utuEAQT3BwAAAA,1.0,0.7484568,0.0,0.0,0.0
uttEYAD3BwAAAA,1.0,0.75617284,0.0,0.0,0.0
urtBQgD7AQAAAA,1.0,0.783179,0.0,0.0,0.0
ursFYAD7AQAAAA,1.0,0.80941355,0.0,0.0,0.0
2yOLggBtewAAAA,1.0,0.4382716,0.0,0.0,0.0
2xONggBtewAAAA,1.0,0.44753087,0.0,0.0,0.0
2+sWAAAoAAAAAA,1.0,0.2777778,0.0,0.0,0.0
21sXAAAoAAAAAA,1.0,0.2777778,0.0,0.0,0.0
bdsJBQBlvyUBAA,0.5933642,0.0,0.0,0.0,0.0
rdsDBgBlvyUBAA,0.5941358,0.0,0.0,0.0,0.0
1X0jAQCt2wMGAA,0.47067901,0.0,0.0,0.0,0.0
Zb9LAACt2wMGAA,0.47839507,0.0,0.0,0.0,0.0
nQAAgBgAAAAAAA,0.91280866,0.0,0.0,0.0,0.0
GwEAgBgAAAAAAA,0.908179,0.0,0.0,0.0,0.0
M/sCxAB32wAAAA,1.0,0.55709875,0.0,0.0,0.0
M/sCQgF32wAAAA,1.0,0.55864197,0.0,0.0,0.0
sl0zBgCcO2cBAA,0.76003087,0.0,0.0,0.0,0.0
sj05BQCcO2cBAA,0.7615741,0.0,0.0,0.0,0.0
sr1xAgCcd50AAA,0.7970679,0.0,0.0,0.0,0.0
sr1qAgCcd50AAA,0.7970679,0.0,0.0,0.0,0.0
+nYBAKB2bwAAAA,0.47839507,0.0,0.0,0.0,0.0
7e0CAEDt3gAAAA,0.47762346,0.0,0.0,0.0,0.0
eL2dAADavE0EAA,0.5833333,0.0,0.0,0.0,0.0
sr2tAADavE0EAA,0.57021606,0.0,0.0,0.0,0.0
eQAAQKcAAAAAAA,0.5763889,0.0,0.0,0.0,0.0
6wAAgE4BAAAAAA,0.57253087,0.0,0.0,0.0,0.0
0+48AACzdzMAAA,0.83487654,0.0,0.0,0.0,0.0
s90ZBACzdzMAAA,0.837963,0.0,0.0,0.0,0.0
brtBAwD/AgAAAA,1.0,0.18981482,0.0,0.0,0.0
bruhCAD/AgAAAA,1.0,0.20061728,0.0,0.0,0.0
tgMAAAcAEAAAAA,0.7044753,0.0,0.0,0.0,0.0
uQMAAAcAEAAAAA,0.70756173,0.0,0.0,0.0,0.0
d28KAALvAwAAAA,1.0,0.09645062,0.0,0.0,0.0
d28CCgDvAwAAAA,1.0,0.09799383,0.0,0.0,0.0
bPdAgAN7+wMAAA,1.0,0.5555556,0.0,0.0,0.0
bPcAZAJ7+wMAAA,1.0,0.537037,0.0,0.0,0.0
bQAAANt9ogAAAA,0.0,0.0,0.0,0.24845679,0.0
uwAAALb7RAEAAA,0.0,0.0,0.0,0.24768518,0.0
a90TAQB47xkBAA,0.29089507,0.0,0.0,0.0,0.0
a+1VAAB47xkBAA,0.28780866,0.0,0.0,0.0,0.0
a9tHAAD4vicAAA,0.3888889,0.0,0.0,0.0,0.0
a90nAAD4vicAAA,0.38503087,0.0,0.0,0.0,0.0
q90HAAC87wMAAA,0.36188272,0.0,0.0,0.0,0.0
63YPAAB43wcAAA,0.3757716,0.0,0.0,0.0,0.0
67oDAADeewAAAA,0.41203704,0.0,0.0,0.0,0.0
2+0GAAC89wAAAA,0.42978394,0.0,0.0,0.0,0.0
d2cBAIDeHQAAAA,0.3449074,0.0,0.0,0.0,0.0
e+cAAIDeHQAAAA,0.34876543,0.0,0.0,0.0,0.0
990AMADvrhoAAA,0.94367284,0.0,0.0,0.0,0.0
920BJADvrhoAAA,0.92901236,0.0,0.0,0.0,0.0
WxcAAPwfACMBAA,0.0,0.0,0.0,0.50771606,0.0
yw0AAP4PgJEAAA,0.0,0.0,0.0,0.55478394,0.0
/wfBEADLAgAAAA,1.0,0.7777778,0.0,0.0,0.0
/wehIADLAgAAAA,1.0,0.7731481,0.0,0.0,0.0
ttsKgALffgAAAA,1.0,0.2199074,0.0,0.0,0.0
ttsCCQHffgAAAA,1.0,0.22067901,0.0,0.0,0.0
XwEAAP8CAAAAAA,0.33024693,0.0,0.0,0.0,0.0
vwEAAP4FAAAAAA,0.33024693,0.0,0.0,0.0,0.0
u9sSAgAzAAAAAA,1.0,0.69830245,0.0,0.0,0.0
u9sGCAAzAAAAAA,1.0,0.69367284,0.0,0.0,0.0
zwEAANzuIMgAAA,0.0,0.0,0.0,0.9205247,0.0
XwMAALjdQZABAA,0.0,0.0,0.0,0.91743827,0.0
3O4hBQAfAAAAAA,1.0,0.9074074,0.0,0.0,0.0
ue4DMAAfAAAAAA,1.0,0.9212963,0.0,0.0,0.0
XG8LIATfewAAAA,1.0,0.3125,0.0,0.0,0.0
XLcNoADfewAAAA,1.0,0.31095678,0.0,0.0,0.0
9wAAANz8MQAEAA,0.0,0.0,0.0,0.41203704,0.0
3wEAALj5YwAIAA,0.0,0.0,0.0,0.41589507,0.0
1t2EgAK+HQAAAA,1.0,0.7029321,0.0,0.0,0.0
1t2IQAK+HQAAAA,1.0,0.6921296,0.0,0.0,0.0
1t2DAgAeAAAAAA,1.0,0.7345679,0.0,0.0,0.0
1t0HQAAeAAAAAA,1.0,0.7175926,0.0,0.0,0.0
bmvWAACr3QIHAA,0.4652778,0.0,0.0,0.0,0.0
btvwAACr3QIHAA,0.45756173,0.0,0.0,0.0,0.0
WvcHEAAHAAAAAA,1.0,0.9074074,0.0,0.0,0.0
mvujAAAHAAAAAA,1.0,0.9305556,0.0,0.0,0.0
WgEAgM19KAgAAA,0.0,0.0,0.0,0.4830247,0.0
aQEAgM19KAgAAA,0.0,0.0,0.0,0.49074075,0.0
bdsmEAAt9zYAAA,0.6404321,0.0,0.0,0.0,0.0
bduGBAAt9zYAAA,0.63503087,0.0,0.0,0.0,0.0
a+4LAgAzAAAAAA,1.0,0.69367284,0.0,0.0,0.0
a+6jAAAzAAAAAA,1.0,0.71141976,0.0,0.0,0.0
2+wAcAH3DQAAAA,1.0,0.9868827,0.0,0.0,0.0
22wB8AD3DQAAAA,1.0,0.9884259,0.0,0.0,0.0
22wBHgD7AgAAAA,1.0,0.9830247,0.0,0.0,0.0
2+wC4AD7AgAAAA,1.0,0.97530866,0.0,0.0,0.0
5u0JYADt7AAAAA,1.0,0.08024691,0.0,0.0,0.0
nbcBcADt7AAAAA,1.0,0.2939815,0.0,0.0,0.0
nbdBDAB2NgAAAA,1.0,0.12577161,0.0,0.0,0.0
XW8BDgB2NgAAAA,1.0,0.20447531,0.0,0.0,0.0
td1HAAC22xMBAA,0.50385803,0.0,0.0,0.0,0.0
2r4PAAC22xMBAA,0.49228394,0.0,0.0,0.0,0.0
c+4aAAHbBQAAAA,1.0,0.7160494,0.0,0.0,0.0
c+4MBgDbBQAAAA,1.0,0.7152778,0.0,0.0,0.0
uLsNkAC/dwEAAA,1.0,0.26774693,0.0,0.0,0.0
uHsLEAK/dwEAAA,1.0,0.25154322,0.0,0.0,0.0
33cAgAT3HQAAAA,1.0,0.37114197,0.0,0.0,0.0
73cAgAL3HQAAAA,1.0,0.3287037,0.0,0.0,0.0
73cBEAA7AAAAAA,1.0,0.31790122,0.0,0.0,0.0
73cEBAA7AAAAAA,1.0,0.28858024,0.0,0.0,0.0
t4MAAPTWBgAAAA,0.13657407,0.0,0.0,0.0,0.0
dwMBAPTWBgAAAA,0.16280864,0.0,0.0,0.0,0.0
NQAA4AAAAAAAAA,0.9074074,0.0,0.0,0.0,0.0
Pb8BggDrBgAAAA,1.0,0.42901236,0.0,0.0,0.0
Pb8BAQHrBgAAAA,1.0,0.42669752,0.0,0.0,0.0
2+YB0ADf7QEAAA,1.0,0.30941358,0.0,0.0,0.0
2+UB4ADf7QEAAA,1.0,0.33873457,0.0,0.0,0.0
2+UBlADvdgAAAA,1.0,0.42515433,0.0,0.0,0.0
t8sB4ADvdgAAAA,1.0,0.6427469,0.0,0.0,0.0
bPcBEAbv+wAAAA,1.0,0.62885803,0.0,0.0,0.0
bPcQUALv+wAAAA,1.0,0.63580245,0.0,0.0,0.0
bPchAQL7DgAAAA,1.0,0.50848764,0.0,0.0,0.0
avchAgL7DgAAAA,1.0,0.53780866,0.0,0.0,0.0
7HYDRAH73gAAAA,1.0,0.5092593,0.0,0.0,0.0
7HYDyAD73gAAAA,1.0,0.51003087,0.0,0.0,0.0
7O4iwAD7LgAAAA,1.0,0.47608024,0.0,0.0,0.0
7N4BOAD7LgAAAA,1.0,0.52700615,0.0,0.0,0.0
7N5BMAB7CwAAAA,1.0,0.599537,0.0,0.0,0.0
1d0BOAB7CwAAAA,1.0,0.7507716,0.0,0.0,0.0
62UAAPj3JgAAAA,0.19521604,0.0,0.0,0.0,0.0
25sAAPDvTQAAAA,0.21373457,0.0,0.0,0.0,0.0
z/QBAGBvVxQAAA,0.26157406,0.0,0.0,0.0,0.0
D/0AALC3KwoAAA,0.25694445,0.0,0.0,0.0,0.0
uwEAAMcEAAAAAA,0.7592593,0.0,0.0,0.0,0.0
9wIAAI4JAAAAAA,0.7800926,0.0,0.0,0.0,0.0
IwAAsAcAAAAAAA,0.22453703,0.0,0.0,0.0,0.0
Zl2TiADr9wAAAA,1.0,0.40354937,0.0,0.0,0.0
Zl2TAgLr9wAAAA,1.0,0.42592594,0.0,0.0,0.0
trNKQAHvdQcAAA,1.0,0.17824075,0.0,0.0,0.0
tnNMQAHvdQcAAA,1.0,0.17283951,0.0,0.0,0.0
f7cAQALXBgAAAA,1.0,0.7839506,0.0,0.0,0.0
f7cAgAHXBgAAAA,1.0,0.7962963,0.0,0.0,0.0
2u4KDAC7ewAAAA,1.0,0.05478395,0.0,0.0,0.0
td0BDgC7ewAAAA,1.0,0.12345679,0.0,0.0,0.0
ut0pAQCX7mkAAA,0.6890432,0.0,0.0,0.0,0.0
td0VEACX7mkAAA,0.69753087,0.0,0.0,0.0,0.0
l7tjAAC13RUQAA,0.36419752,0.0,0.0,0.0,0.0
l95HAAC13RUQAA,0.3587963,0.0,0.0,0.0,0.0
cwAAgBYAAAAAAA,0.8865741,0.0,0.0,0.0,0.0
JwEAgBYAAAAAAA,0.8703704,0.0,0.0,0.0,0.0
dQAAAHt3EQEAAA,0.0,0.0,0.0,0.22762346,0.0
bgAAAHt3EQEAAA,0.0,0.0,0.0,0.25462964,0.0
1N07AACt7QYYAA,0.662037,0.0,0.0,0.0,0.0
5L07AACt7QYYAA,0.64969134,0.0,0.0,0.0,0.0
rdsmEADkvTsAAA,0.36265433,0.0,0.0,0.0,0.0
rd0lEADkvTsAAA,0.3441358,0.0,0.0,0.0,0.0
t7UDAAz/DQAAAA,1.0,0.5617284,0.0,0.0,0.0
t7UBQQH/DQAAAA,1.0,0.5763889,0.0,0.0,0.0
hQEAgHYAAAAAAA,0.20447531,0.0,0.0,0.0,0.0
RgEAgHYAAAAAAA,0.2037037,0.0,0.0,0.0,0.0
d9sCQAK3GwAAAA,1.0,0.4830247,0.0,0.0,0.0
d9sCgAG3GwAAAA,1.0,0.49074075,0.0,0.0,0.0
y26QBwDM3U0BAA,0.70987654,0.0,0.0,0.0,0.0
Y3ukBgDM3U0BAA,0.6967593,0.0,0.0,0.0,0.0
qnubAABjexoFAA,0.4236111,0.0,0.0,0.0,0.0
yvuaAABjexoFAA,0.4220679,0.0,0.0,0.0,0.0
ut0XAADT7hUCAA,0.39814815,0.0,0.0,0.0,0.0
td4nAADT7hUCAA,0.39660493,0.0,0.0,0.0,0.0
EwcAALIBAAAAAA,0.7638889,0.0,0.0,0.0,0.0
qwwAAGQDAAAAAA,0.7839506,0.0,0.0,0.0,0.0
bXsdAABt3RUBAA,0.4521605,0.0,0.0,0.0,0.0
bn0XAABt3RUBAA,0.4058642,0.0,0.0,0.0,0.0
uLsVgALvWwAAAA,1.0,0.80246913,0.0,0.0,0.0
2N0WEAHvWwAAAA,1.0,0.7808642,0.0,0.0,0.0
XQAAAHbfUgAAAA,0.0,0.0,0.0,0.41820988,0.0
PgAAAHbfUgAAAA,0.0,0.0,0.0,0.41435185,0.0
td0HAIBt2wcAAA,0.6226852,0.0,0.0,0.0,0.0
2bsHAIBt2wcAAA,0.6234568,0.0,0.0,0.0,0.0
ZvfAAQHb9gAAAA,1.0,0.29166666,0.0,0.0,0.0
ze4B4ADb9gAAAA,1.0,0.41589507,0.0,0.0,0.0
ze6BkACtPQAAAA,1.0,0.30941358,0.0,0.0,0.0
re0BOACtPQAAAA,1.0,0.38040122,0.0,0.0,0.0
re0hIgCtDgAAAA,1.0,0.36574075,0.0,0.0,0.0
re0FMACtDgAAAA,1.0,0.38271606,0.0,0.0,0.0
lwAAwL8PAAwAAA,0.0,0.0,0.0,0.6589506,0.0
dwAAgH8fABgAAA,0.0,0.0,0.0,0.64660496,0.0
bQAAwO82ABEAAA,0.0,0.0,0.0,0.49382716,0.0
uwAAgN9tACIAAA,0.0,0.0,0.0,0.4845679,0.0
ttuTAAAHAAAAAA,1.0,0.8842593,0.0,0.0,0.0
tdujAAAHAAAAAA,1.0,0.9074074,0.0,0.0,0.0
9xQAANy0AQAAAA,0.29475307,0.0,0.0,0.0,0.0
+wwAANy0AQAAAA,0.30632716,0.0,0.0,0.0,0.0
NwMAAO1uAwICAA,0.0,0.0,0.0,0.25540122,0.0
bwUAANrdBgQEAA,0.0,0.0,0.0,0.23919754,0.0
rDszEAR/LwAAAA,1.0,0.83641976,0.0,0.0,0.0
bDsTOAB/LwAAAA,1.0,0.8580247,0.0,0.0,0.0
bHsmMAB/BwAAAA,1.0,0.8140432,0.0,0.0,0.0
2vYEOAB/BwAAAA,1.0,0.87114197,0.0,0.0,0.0
6wEAALdaAAAAAA,0.114969134,0.0,0.0,0.0,0.0
twMAAG61AAAAAA,0.11805555,0.0,0.0,0.0,0.0
W/NBQgDvAwAAAA,1.0,0.4683642,0.0,0.0,0.0
W/MRAgHvAwAAAA,1.0,0.49614197,0.0,0.0,0.0
9wAAAFvzEQIBAA,0.0,0.0,0.0,0.4212963,0.0
3wEAALbmIwQCAA,0.0,0.0,0.0,0.4205247,0.0
fx8SIAAfAQAAAA,1.0,0.6072531,0.0,0.0,0.0
fx9CCAAfAQAAAA,1.0,0.58487654,0.0,0.0,0.0
tPuiAAT3AwAAAA,1.0,0.64506173,0.0,0.0,0.0
tH3READ3AwAAAA,1.0,0.6257716,0.0,0.0,0.0
tP2oEAD7AAAAAA,1.0,0.8055556,0.0,0.0,0.0
tP3QBAD7AAAAAA,1.0,0.7847222,0.0,0.0,0.0
GwAAgLY/OAAAAA,0.0,0.0,0.0,0.84876543,0.0
DgAAQNsfHAAAAA,0.0,0.0,0.0,0.84876543,0.0
3HsHAADb3SUAAA,0.38811728,0.0,0.0,0.0,0.0
8u4DAIDt7hIAAA,0.36882716,0.0,0.0,0.0,0.0
tnsXAADy7gMAAA,0.72993827,0.0,0.0,0.0,0.0
trsPAADy7gMAAA,0.724537,0.0,0.0,0.0,0.0
3N0goQC3LwAAAA,1.0,0.67978394,0.0,0.0,0.0
3N0QwQC3LwAAAA,1.0,0.6851852,0.0,0.0,0.0
3N1IwAC3BwAAAA,1.0,0.8333333,0.0,0.0,0.0
3N2QkAC3BwAAAA,1.0,0.8310185,0.0,0.0,0.0
3L0DJABtAAAAAA,1.0,0.8958333,0.0,0.0,0.0
2b0DMABtAAAAAA,1.0,0.9143519,0.0,0.0,0.0
FgAAkN07AAMAAA,0.0,0.0,0.0,0.89737654,0.0
KwAAILt3AAYAAA,0.0,0.0,0.0,0.8958333,0.0
1w0AAOwDYAAAAA,0.068672836,0.0,0.0,0.0,0.0
dxcAANgHwAAAAA,0.07638889,0.0,0.0,0.0,0.0
7uY5AABttwUkAA,0.39506173,0.0,0.0,0.0,0.0
7vIzAABttwUkAA,0.40046296,0.0,0.0,0.0,0.0
SgAAkAEAAAAAAA,0.89969134,0.0,0.0,0.0,0.0
LAAAkAEAAAAAAA,0.89969134,0.0,0.0,0.0,0.0
5w0AAKxugwEFAA,0.0,0.0,0.0,0.52932096,0.00077160494
txcAAFjdBgMKAA,0.0,0.0,0.0,0.5316358,0.0
u7uBAQB1200AAA,0.4351852,0.0,0.0,0.0,0.0
u90MAQB1200AAA,0.43904322,0.0,0.0,0.0,0.0
+O2KIAC3BwAAAA,1.0,0.3287037,0.0,0.0,0.0
+O0FIgC3BwAAAA,1.0,0.30478394,0.0,0.0,0.0
e1chBgBzt5EBAA,0.5625,0.0,0.0,0.0,0.0
e2dBAwBzt5EBAA,0.5671296,0.0,0.0,0.0,0.0
DQAA8LsdABAAAA,0.0,0.0,0.0,0.56790125,0.0
FwAA4Hc7ACAAAA,0.0,0.0,0.0,0.56790125,0.0
27oDBgBbtTcAAA,0.5802469,0.0,0.0,0.0,0.0
29oxBABbtTcAAA,0.5810185,0.0,0.0,0.0,0.0
92YBAOC2bQAAAA,0.46373457,0.0,0.0,0.0,0.0
++YAAOC2bQAAAA,0.48225307,0.0,0.0,0.0,0.0
GwAAoDsAAAAAAA,0.0146604935,0.0,0.0,0.0,0.0
FwAAoDsAAAAAAA,0.0146604935,0.0,0.0,0.0,0.0
ursRDADs2nYAAA,0.47839507,0.0,0.0,0.0,0.0
3G6uAADs2nYAAA,0.4845679,0.0,0.0,0.0,0.0
3O6qAADsdm0AAA,0.53626543,0.0,0.0,0.0,0.0
1W6uAADsdm0AAA,0.54320985,0.0,0.0,0.0,0.0
zB11GAC9fQIAAA,1.0,0.5532407,0.0,0.0,0.0
zF00GQC9fQIAAA,1.0,0.5493827,0.0,0.0,0.0
zL2pEABeHwAAAA,1.0,0.30015433,0.0,0.0,0.0
zL2sBABeHwAAAA,1.0,0.29938272,0.0,0.0,0.0
cP8SDADfAAAAAA,1.0,0.86496913,0.0,0.0,0.0
4v4BDgDfAAAAAA,1.0,0.8896605,0.0,0.0,0.0
LwAAgLh/gAMAAA,0.0,0.0,0.0,0.8595679,0.0
PwAAAHH/AAcAAA,0.0,0.0,0.0,0.8626543,0.0
7baJAQC77EwBAA,0.52160496,0.0,0.0,0.0,0.0
trsNAQC77EwBAA,0.5115741,0.0,0.0,0.0,0.0
QwAA4AAAAAAAAA,0.904321,0.0,0.0,0.0,0.0
3nEAALjbGwAAAA,0.4205247,0.0,0.0,0.0,0.0
vdMAAHC3NwAAAA,0.43132716,0.0,0.0,0.0,0.0
NgEAwLYBAAAAAA,0.2777778,0.0,0.0,0.0,0.0
NQIAwLYBAAAAAA,0.27083334,0.0,0.0,0.0,0.0
vRgAANbaAAAAAA,0.32021606,0.0,0.0,0.0,0.0
vhQAANbaAAAAAA,0.3294753,0.0,0.0,0.0,0.0
270A4ADL9w4AAA,0.9861111,0.036265433,0.0,0.0,0.0
210IlADL9w4AAA,0.98765427,0.027006174,0.0,0.0,0.0
m92xAADr2hEGAA,0.46682099,0.0,0.0,0.0,0.0
W+6pAADr2hEGAA,0.4722222,0.0,0.0,0.0,0.0
3XYnAACr3SMBAA,0.31095678,0.0,0.0,0.0,0.0
3boPAACr3SMBAA,0.32330248,0.0,0.0,0.0,0.0
BwAAcJs7AhAAAA,0.0,0.0,0.0,0.84876543,0.0
DwAA4DZ3BCAAAA,0.0,0.0,0.0,0.85108024,0.0
67oDAMC7OyIAAA,0.4189815,0.0,0.0,0.0,0.0
2+0GAIB3d0QAAA,0.42901236,0.0,0.0,0.0,0.0
390FAADb7QYAAA,0.58487654,0.0,0.0,0.0,0.0
790DAADb7QYAAA,0.58256173,0.0,0.0,0.0,0.0
HAAAcAAAAAAAAA,0.9074074,0.0,0.0,0.0,0.0
226NAAB34wUGAA,0.30169752,0.0,0.0,0.0,0.0
t23FAAB34wUGAA,0.3279321,0.0,0.0,0.0,0.0
bLtBNAD/PQQAAA,1.0,0.44212964,0.0,0.0,0.0
bLdBOAD/PQQAAA,1.0,0.48225307,0.0,0.0,0.0
bPdCMAD/DQAAAA,1.0,0.40432099,0.0,0.0,0.0
2u4BOAD/DQAAAA,1.0,0.5300926,0.0,0.0,0.0
FQEAoGMAAAAAAA,0.27237654,0.0,0.0,0.0,0.0
lgAAoGMAAAAAAA,0.27623457,0.0,0.0,0.0,0.0
FQAAYAwAAAAAAA,0.27469134,0.0,0.0,0.0,0.0
FgAAYAwAAAAAAA,0.2777778,0.0,0.0,0.0,0.0
27YBBwD1+C4AAA,0.7337963,0.0,0.0,0.0,0.0
29YhIQD1+C4AAA,0.7214506,0.0,0.0,0.0,0.0
7ekdAADb1iEhAA,0.33950618,0.0,0.0,0.0,0.0
9eYbAADb1iEhAA,0.3125,0.0,0.0,0.0,0.0
uwsHBwDMvi0BAA,0.44444445,0.0,0.0,0.0,0.0
25oWBgDMvi0BAA,0.3935185,0.0,0.0,0.0,0.0
WnsbAQDbmhYGAA,0.60262346,0.0,0.0,0.0,0.0
bPsWAQDbmhYGAA,0.60262346,0.0,0.0,0.0,0.0
2zZNBABs+xYBAA,0.4189815,0.0,0.0,0.0,0.0
21odBABs+xYBAA,0.4220679,0.0,0.0,0.0,0.0
te0NAQDbWh0EAA,0.53549385,0.0,0.0,0.0,0.0
2vYbAADbWh0EAA,0.529321,0.0,0.0,0.0,0.0
bQAAgAMAAQAAAA,0.2361111,0.0,0.0,0.0,0.0
uwAAAAcAAgAAAA,0.24228396,0.0,0.0,0.0,0.0
DUAAYBcAAAAAAA,0.8881173,0.0,0.0,0.0,0.0
DiAAYBcAAAAAAA,0.88040125,0.0,0.0,0.0,0.0
XgAAAF0BAAAAAA,0.2013889,0.0,0.0,0.0,0.0
2u0xAQBl95QBAA,0.46450618,0.0,0.0,0.0,0.0
WvcVAQBl95QBAA,0.4699074,0.0,0.0,0.0,0.0
Ze8HAQBa7ycAAA,0.6388889,0.0,0.0,0.0,0.0
1e4TAQBa7ycAAA,0.63503087,0.0,0.0,0.0,0.0
tbsnAADV7hMBAA,0.36882716,0.0,0.0,0.0,0.0
Wu8HAIBq94kAAA,0.3587963,0.0,0.0,0.0,0.0
ze4HAQBa7wcAAA,0.7669753,0.0,0.0,0.0,0.0
1d5TAABa7wcAAA,0.76080245,0.0,0.0,0.0,0.0
2bthAgCtvicAAA,0.8518519,0.0,0.0,0.0,0.0
2d1RAQCtvicAAA,0.8472222,0.0,0.0,0.0,0.0
3HZRSADfNwAAAA,1.0,0.55632716,0.0,0.0,0.0
3HZRAQLfNwAAAA,1.0,0.53858024,0.0,0.0,0.0
69YDDACp3m4AAA,0.30478394,0.0,0.0,0.0,0.0
a+tFCACp3m4AAA,0.29475307,0.0,0.0,0.0,0.0
