position_id,win,win_g,win_bg,lose_g,lose_bg
cHcDgCPGO0MZAA,0.69753087,0.22222222,0.0061728396,0.052469134,0.0030864198
cLcFgAvGO0MZAA,0.7091049,0.2330247,0.0069444445,0.044753086,0.0023148148
6LYFgCPGO0MZAA,0.6705247,0.23148148,0.009259259,0.06558642,0.0030864198
xjsPGABwtwWACw,0.27083334,0.050925925,0.0015432099,0.23070988,0.0023148148
jTuHGABwtwWACw,0.3240741,0.060185187,0.00077160494,0.2037037,0.0046296297
2N0EAQfGOw8YAA,0.77160496,0.15277778,0.0038580247,0.026234567,0.00077160494
2LsBEAfGOw8YAA,0.72762346,0.1404321,0.0023148148,0.038580246,0.00077160494
jXcOGADYuwEQBw,0.27777776,0.047839507,0.0030864198,0.12731482,0.0030864198
xjsfEADYuwEQBw,0.3109568,0.041666668,0.00077160494,0.109567896,0.0046296297
2LsJAAeNdw4YAA,0.7785494,0.08950617,0.0,0.018518519,0.00077160494
sbuBAAeNdw4YAA,0.76929015,0.14891976,0.0038580247,0.04089506,0.00077160494
jXceEADYuwkABw,0.19521604,0.020833334,0.0,0.068672836,0.00077160494
be4MGADYuwkABw,0.25617287,0.032407407,0.0015432099,0.09953704,0.0
dHcDAAeNdx4QAA,0.80941355,0.050925925,0.00077160494,0.012345679,0.00077160494
sncDAAeNdx4QAA,0.81095684,0.05787037,0.0,0.010030864,0.00077160494
G3ceCAB0dwMABw,0.19290122,0.010802469,0.0,0.0625,0.0
i3ceAQB0dwMABw,0.21682099,0.018518519,0.00077160494,0.059413582,0.0
7G4DBAaLdx4BAA,0.85956794,0.03780864,0.0,0.009259259,0.0
6nYDBAaLdx4BAA,0.85030866,0.05632716,0.0023148148,0.0077160494,0.00077160494
K988AADqdgMEBg,0.15046297,0.0054012346,0.0,0.032407407,0.0
i985AADqdgMEBg,0.11882716,0.0015432099,0.0,0.037037037,0.0
ttsBBAaL3zkAAA,0.86651236,0.032407407,0.0,0.0030864198,0.0
2u0CFASL3zkAAA,0.8703704,0.055555556,0.0,0.0046296297,0.0
1u1CAAaL3zkAAA,0.86496913,0.023919754,0.0,0.0054012346,0.0
W34zAADa7QIUBA,0.12654321,0.0038580247,0.0,0.047839507,0.0
V74zAADa7QIUBA,0.13657407,0.0030864198,0.0,0.030864198,0.0
2u2iAARbfjMAAA,0.86188275,0.023919754,0.0,0.009259259,0.0
2u0FCARbfjMAAA,0.86419755,0.027777778,0.0,0.0054012346,0.0
2u0SAQRbfjMAAA,0.8726852,0.030864198,0.0,0.0015432099,0.0
u3wzAADa7QUIBA,0.15200618,0.0038580247,0.0,0.013117284,0.0
23ozAADa7QUIQA,0.25308642,0.016203703,0.0,0.13117284,0.0030864198
ttsFAgS7fDMAAA,0.8572531,0.016975308,0.0,0.0030864198,0.0
2tuFAAS7fDMAAA,0.8626543,0.013117284,0.0,0.0077160494,0.0
78sxAAC22wUCBA,0.26003087,0.010030864,0.0,0.0046296297,0.0
+9oHAAC22wUCQA,0.33333334,0.010802469,0.0,0.026234567,0.0
brcLAATvyzEAAA,0.7592592,0.00077160494,0.0,0.009259259,0.0
bbcTAATvyzEAAA,0.7554012,0.0046296297,0.0,0.009259259,0.0
bbcNAATvyzEAAA,0.7430556,0.0015432099,0.0,0.016975308,0.0
75sHAABttxMABA,0.047067903,0.0,0.0,0.0015432099,0.0
7zcjAABttxMABA,0.41743827,0.017746914,0.0,0.0030864198,0.0
b3cDAATvmwcAAA,0.9513889,0.0015432099,0.0,0.0,0.0
4HPkASLgc/ABMA,0.52700615,0.14583333,0.010030864,0.13425927,0.008487654
4HPiASTgc/ABMA,0.5347222,0.15895063,0.008487654,0.13348766,0.0046296297
sGfwATDgc+QBIg,0.5069445,0.1566358,0.011574074,0.13657407,0.0077160494
4HPwARLgc+QBIg,0.5339506,0.14969136,0.008487654,0.120370366,0.0054012346
4PMxAyCwZ/ABMA,0.51003087,0.16975309,0.0054012346,0.1412037,0.010802469
jE/MAyCwZ/ABMA,0.4837963,0.17438272,0.010030864,0.18132715,0.0077160494
sGfKATDg8zEDIA,0.5023148,0.15817901,0.011574074,0.16280864,0.0069444445
sGfiASTg8zEDIA,0.53317904,0.15354939,0.013117284,0.16126543,0.0054012346
4PPjACCwZ8oBMA,0.5447531,0.16126543,0.0030864198,0.125,0.0061728396
4OcjAwiwZ8oBMA,0.57716054,0.21373457,0.015432099,0.1412037,0.019290123
sLeUATDg8+MAIA,0.45061728,0.12731482,0.018518519,0.16898148,0.011574074
6M7IATDg8+MAIA,0.4845679,0.17515433,0.023919754,0.1412037,0.010030864
4OfHABCwt5QBMA,0.60725313,0.2183642,0.009259259,0.124228396,0.010030864
xOfjABCwt5QBMA,0.6319445,0.24691358,0.0077160494,0.108024694,0.008487654
sLcVATDg58cAEA,0.34876543,0.1095679,0.012345679,0.21527778,0.011574074
sLeJASHg58cAEA,0.3958333,0.13734567,0.0077160494,0.1712963,0.0069444445
zJ7HABCwtxUBMA,0.5617284,0.11033951,0.0077160494,0.16049382,0.019290123
5D7HABCwtxUBMA,0.61728394,0.16512345,0.0061728396,0.13271604,0.010030864
aLc1ADDMnscAEA,0.4675926,0.19135803,0.030092593,0.09953704,0.0046296297
sLcrADDMnscAEA,0.51080245,0.1867284,0.018518519,0.09104938,0.0038580247
bDvHAASw2xoAWA,0.30401236,0.03472222,0.00077160494,0.37654322,0.06712963
bJuXAASw2xoAWA,0.2978395,0.038580246,0.00077160494,0.3757716,0.063271604
sNsaAFhsO8cABA,0.69367284,0.39274693,0.097222224,0.040123455,0.00077160494
tm3GAASw2xoAWA,0.2978395,0.022376543,0.0,0.4050926,0.11265432
7O6MAASw2xoAWA,0.31944442,0.044753086,0.0023148148,0.37654322,0.083333336
sNsaAFi2bcYABA,0.69135803,0.43364197,0.11574074,0.017746914,0.0
3vYGAASw2xoAWA,0.42438272,0.05787037,0.0,0.38348764,0.094135806
sNsaAFje9gYABA,0.59182096,0.4058642,0.10570987,0.05787037,0.0023148148
3vYGAgCw2wwAbA,0.24768518,0.0,0.0,0.5717592,0.18055555
vu0FIACw2wwAbA,0.375,0.04475309,0.0030864198,0.43595678,0.12037037
sNsMAGze9gYCAA,0.77700615,0.5817901,0.19830246,0.0,0.0
3u5GAACw2wwAbA,0.21450618,0.00077160494,0.0,0.60262346,0.19598766
3vYmAACw2wwAbA,0.25540122,0.0,0.0,0.5779321,0.19290124
sNsMAGze7kYAAA,0.8194444,0.61651236,0.22685185,0.0,0.0
7u4GAADYbQYANg,0.17669754,0.0,0.0,0.62808645,0.21064815
3rsNAACw2wwAbA,0.22376543,0.0,0.0,0.5949074,0.20061728
sNsMAFzu7gYAAA,0.81867284,0.6111111,0.2191358,0.0,0.0
7t4DAADYbQYALg,0.17901234,0.0,0.0,0.6111111,0.18518518
dm8DAADsNgMAFw,0.19984567,0.0,0.0,0.6134259,0.20987654
aNsMADzu3gMAAA,0.83487654,0.62654316,0.20987654,0.0,0.0
sNsJADzu3gMAAA,0.841821,0.6273148,0.21296297,0.0,0.0
pNsMADzu3gMAAA,0.84722227,0.62885803,0.21296297,0.0,0.0
7u4AAAB2OwGABw,0.16435185,0.0,0.0,0.6273148,0.20756173
aLcJIDju7gAAAA,0.8148148,0.6111111,0.19830246,0.0,0.0
sLcDIDju7gAAAA,0.8240741,0.63271606,0.2037037,0.0,0.0
sNsJAjju7gAAAA,0.84413576,0.6342593,0.18981482,0.0,0.0
7i4AAIC9HQDBAQ,0.22222222,0.0,0.0,0.56790125,0.18055555
sG8HoCDuLgAAAA,0.9429012,0.8333333,0.07484568,0.0,0.0
sLfDgCDuLgAAAA,0.94753087,0.8310185,0.072530866,0.0,0.0
7g0AAMC+HYCCAA,0.05169753,0.0,0.0,0.80864197,0.090277776
7g4AAMC+HYCCAA,0.08179013,0.0,0.0,0.77391976,0.084876545
sG9HgCDuDQAAAA,0.93441355,0.7993827,0.10339506,0.0,0.0
cN8GRCDuDQAAAA,0.9344136,0.8001543,0.094135806,0.0,0.0
ZG8HRCDuDQAAAA,0.92438275,0.8001543,0.093364194,0.0,0.0
7gMAAOC+DYhAAA,0.06095679,0.0,0.0,0.77469134,0.12268519
3gUAAOC+DYhAAA,0.17669754,0.0,0.0,0.6134259,0.081018515
cN8GCiDuAwAAAA,0.93209875,0.78858024,0.12885803,0.0,0.0
Yd8GRCDuAwAAAA,0.9506173,0.8001543,0.14969136,0.0,0.0
5N4GQiDuAwAAAA,0.92901236,0.7677469,0.13040124,0.0,0.0
7gAAgLBvAyIQAA,0.06481481,0.0,0.0,0.79783946,0.18209876
Yd8GBSDuAAAAAA,0.9537037,0.8171296,0.18132716,0.0,0.0
4d4GCSDuAAAAAA,0.9459877,0.8171296,0.17824075,0.0,0.0
NgAAINzbIAEEAA,0.026234567,0.0,0.0,0.89351857,0.24922839
XQAAQLi3QQIQAA,0.21450618,0.0,0.0,0.5555556,0.020061728
4d42ACA2AAAAAA,0.9760803,0.86959875,0.23688272,0.0,0.0
xd0WAiA2AAAAAA,0.9760803,0.87808645,0.24305555,0.0,0.0
BgAACPe2AQABAA,0.00077160494,0.0,0.0,0.9837963,0.19135803
w902ACAGAAAAAA,0.9976852,0.94135803,0.75848764,0.0,0.0
md02ACAGAAAAAA,0.99614197,0.9351852,0.7569444,0.0,0.0
4HPwBSDgc/ABMA,0.5030864,0.1558642,0.0077160494,0.1257716,0.008487654
hmfwATDgc/ABMA,0.49305555,0.14814815,0.010030864,0.16126543,0.0077160494
4HPhQSDgc/ABMA,0.50385803,0.13580246,0.0046296297,0.13580248,0.013117284
4HPwAyCGZ/ABMA,0.49845678,0.17052469,0.009259259,0.13580248,0.010030864
4PPgQSCGZ/ABMA,0.5061729,0.17901234,0.0030864198,0.14583333,0.010802469
hmfhASLgc/ADIA,0.5339506,0.13425925,0.011574074,0.15200618,0.008487654
hmfiASHgc/ADIA,0.51929015,0.13966049,0.009259259,0.1574074,0.0061728396
mE/wIwCGZ/AAaA,0.33873457,0.097222224,0.0015432099,0.21682099,0.021604938
4HPDIwCGZ/AAUQ,0.35339504,0.086419754,0.0023148148,0.1419753,0.010802469
hmfwgCiYT/AjAA,0.62808645,0.19444443,0.009259259,0.09799383,0.0038580247
mB/wEwCGZ/CAKA,0.45987654,0.1566358,0.0061728396,0.14274691,0.0061728396
WB/wIwCGZ/AAVA,0.46141976,0.15817901,0.0061728396,0.16743827,0.011574074
hmfwYBCYH/ATAA,0.56327164,0.14506173,0.010030864,0.118827164,0.0061728396
Rs/ggCiYH/ATAA,0.5802469,0.17438272,0.0054012346,0.12422839,0.0061728396
mB/hBwCGZ/BgEA,0.46913582,0.1412037,0.0077160494,0.13194445,0.008487654
WB/iBwCGZ/BgEA,0.47685188,0.14969136,0.0038580247,0.14814815,0.0046296297
hmfwyACYH/ADQA,0.49074075,0.11188272,0.0069444445,0.15972222,0.0023148148
Rk/hYBCYH+EHAA,0.55632716,0.1566358,0.0061728396,0.13503087,0.0069444445
OB/wAyCGZ/DIAA,0.5625,0.1705247,0.0023148148,0.0941358,0.0046296297
mB/wAwiGZ/DIAA,0.5347222,0.16280864,0.0023148148,0.10030864,0.0061728396
hmfhwQA4H/ADIA,0.4544753,0.074074075,0.0038580247,0.14506173,0.0023148148
hrfgyAA4H/ADIA,0.47839507,0.13966049,0.0077160494,0.1566358,0.0054012346
OD/gAyCGZ+HBAA,0.58873457,0.16358024,0.0046296297,0.0949074,0.0046296297
eJ7gAyCGZ+HBAA,0.5756173,0.1867284,0.0054012346,0.11728395,0.0030864198
hmfhQwB4HvABUA,0.40972224,0.13811728,0.0046296297,0.1388889,0.013117284
DWfhoQB4HvABYA,0.44058642,0.15354937,0.010802469,0.21296297,0.0054012346
ch7wATCGZ+FDAA,0.6535494,0.15432099,0.0061728396,0.07330247,0.0038580247
eB7kATCGZ+FDAA,0.66512346,0.1558642,0.018518519,0.08024691,0.0030864198
eB7wASSGZ+FDAA,0.6689815,0.19058642,0.009259259,0.09722222,0.0054012346
Zs7gQwB4HuQBMA,0.38580245,0.11111111,0.0030864198,0.14429012,0.013117284
hmfFBwB4HuQBMA,0.39197528,0.10030864,0.0061728396,0.14351852,0.010030864
eB7kCSCGZ+EDQA,0.51929015,0.16975309,0.013888889,0.16203704,0.0069444445
eD3EATCGZ8UHAA,0.70987654,0.15123457,0.010802469,0.05169753,0.0015432099
hmfDAyB4HuQJIA,0.49691358,0.14814815,0.0030864198,0.15354939,0.0146604935
hmfhAwJ4HuQJIA,0.5231481,0.1882716,0.0046296297,0.158179,0.010802469
eB7MAyCGZ8MDIA,0.53780866,0.17283951,0.013117284,0.13811728,0.0077160494
7BzkCSCGZ8MDIA,0.54320985,0.19521604,0.010802469,0.14814815,0.0069444445
xp7CAyB4HswDIA,0.48688272,0.15123457,0.0061728396,0.19984569,0.0069444445
hmfDQwB4HswDIA,0.49228397,0.15354937,0.0046296297,0.13040124,0.011574074
+DyYAyDGnsIDIA,0.5779321,0.19830248,0.010030864,0.10648148,0.0023148148
8RyZAyDGnsIDQA,0.57253087,0.2476852,0.013888889,0.17361112,0.010030864
xj2GAyD4PJgDIA,0.39429012,0.090277776,0.0030864198,0.21450618,0.008487654
xp4WAyD4PJgDIA,0.4683642,0.1388889,0.013888889,0.21450616,0.0077160494
8TyYAyDGnhYDQA,0.6157407,0.2654321,0.016203703,0.13348766,0.008487654
+Dw0AyDGnhYDIA,0.66820985,0.27391973,0.012345679,0.102623455,0.0054012346
w50WAyB4HswBYA,0.27160493,0.07561728,0.0054012346,0.47762346,0.0069444445
w54WAxB4HswBYA,0.2685185,0.07098765,0.0023148148,0.47453704,0.009259259
eB7MAWDDnRYDIA,0.81327164,0.6033951,0.0054012346,0.042438272,0.0061728396
YzcWAyB4HswBYA,0.1867284,0.041666664,0.0023148148,0.5787037,0.009259259
w50NAwJ4HswBYA,0.22222222,0.06095679,0.0054012346,0.5169753,0.0061728396
Yx7MAQxjNxYDQA,0.6203703,0.15123457,0.0061728396,0.08564815,0.00077160494
7BnMAQxjNxYDIA,0.599537,0.17978396,0.0038580247,0.06712963,0.0015432099
Y7cMAxBjHswBDA,0.3896605,0.10185185,0.0046296297,0.1898148,0.0030864198
yzYWAxBjHswBDA,0.4074074,0.13657407,0.0038580247,0.19984569,0.010030864
Yx7MIQhjN4YBSA,0.595679,0.33410496,0.0069444445,0.14429012,0.0046296297
xxzMAQxjtwwDQA,0.66589504,0.15200618,0.0069444445,0.0625,0.0015432099
YzeFARFjHswBRA,0.34027776,0.118827164,0.0069444445,0.3919753,0.009259259
YzeGAQljHswhCA,0.4521605,0.15895063,0.0054012346,0.2662037,0.009259259
Yx7MAURjN4UBEQ,0.77160496,0.53780866,0.0077160494,0.07098765,0.0030864198
s22EARFjHswBYA,0.13966049,0.034722224,0.0038580247,0.65123457,0.013888889
0zYLARFjHswBYA,0.22453703,0.071759254,0.0061728396,0.55246913,0.0054012346
Yx7MAUizbYQBEQ,0.7986111,0.57098764,0.013888889,0.05169753,0.0030864198
s+2AQRBjHswBSA,0.20910493,0.06481481,0.0030864198,0.49305555,0.016975308
s+0gARFjHswBSA,0.21604939,0.049382716,0.0046296297,0.5154321,0.013117284
Yx7MAUiz7YBBEA,0.83256173,0.5964506,0.009259259,0.044753086,0.0046296297
a9uAAxBjHswBYA,0.16358025,0.04552469,0.0023148148,0.6412037,0.0077160494
a9sEQRBjHswBYA,0.13966049,0.052469134,0.0061728396,0.71682096,0.0046296297
Yx7MAWBr2wRBEA,0.91743827,0.8055555,0.0069444445,0.018518519,0.0046296297
27ZBQBBjHswBYA,0.031635802,0.0015432099,0.0,0.8912037,0.0069444445
27YBERBjHswBYA,0.025462963,0.0015432099,0.0,0.89429015,0.0077160494
Yx7MAWDbtkFAEA,0.97067904,0.90354943,0.009259259,0.0030864198,0.0
27YhoABjHswBYA,0.022376543,0.0,0.0,0.91049385,0.0061728396
27ZBkABjHswBYA,0.025462963,0.0015432099,0.0,0.9074074,0.0077160494
23YDQAhjHswBYA,0.037037037,0.0015432099,0.0,0.8842593,0.0054012346
Yx7MAWDbtkGQAA,0.9768518,0.91589504,0.008487654,0.00077160494,0.0
27YRUABjHswBYA,0.023919754,0.0,0.0,0.91820985,0.0061728396
27ZBggBjHswBYA,0.018518519,0.0,0.0,0.92746913,0.0077160494
27YRiABjHswBYA,0.03317901,0.0015432099,0.0,0.9097222,0.0069444445
Yx7MAWDbtkGCAA,0.9791666,0.91589504,0.010030864,0.0,0.0
27aJEABjHswBYA,0.018518519,0.0,0.0,0.92052466,0.0069444445
23aDgABjHswBYA,0.022376543,0.0,0.0,0.9066358,0.0061728396
Yx7MAWDbdoOAAA,0.97762346,0.9197531,0.008487654,0.0,0.0
23YjIABjHswBYA,0.024691358,0.0,0.0,0.92592597,0.0030864198
u22DQABjHswBYA,0.031635802,0.0,0.0,0.90586424,0.0030864198
23YTQABjHswBYA,0.025462963,0.0,0.0,0.9236111,0.00077160494
Yx7MAWC7bYNAAA,0.962963,0.904321,0.0077160494,0.0,0.0
u21DBABjHswBYA,0.03549383,0.0,0.0,0.8981482,0.0054012346
t22DBABjHswBYA,0.031635802,0.0,0.0,0.9058642,0.0046296297
Yx7MAWC7bUMEAA,0.970679,0.91126543,0.0061728396,0.0,0.0
u+2GAABjHswBYA,0.026234567,0.0,0.0,0.91743827,0.0077160494
e9sGBABjHswBYA,0.033950616,0.0,0.0,0.908179,0.0061728396
u20rAABjHswBYA,0.023148147,0.0,0.0,0.9228395,0.0038580247
Yx7MAWB72wYEAA,0.9552469,0.88271606,0.0038580247,0.0,0.0
e9tGAABjHswBYA,0.030092593,0.0,0.0,0.9020062,0.0077160494
d9uGAABjHswBYA,0.036265433,0.0,0.0,0.9027778,0.009259259
Yx7MAWB324YAAA,0.96450615,0.90432096,0.0069444445,0.0,0.0
t20HAIAxD+YAMA,0.072530866,0.0,0.0,0.8518519,0.009259259
d7sNAABjHswBYA,0.026234567,0.0,0.0,0.9205247,0.0077160494
Yx7MAWC3bQcAAA,0.92978394,0.8611111,0.011574074,0.0,0.0
ty0AABjzYA4AAw,0.13348766,0.0,0.0,0.73996913,0.024691358
Yx7MAWC3LQAAAA,0.9282407,0.83487654,0.048611112,0.0,0.0
twAAgDEP5gAwAA,0.0779321,0.0,0.0,0.775463,0.15200618
Yx7MAUQ3AAAgAA,0.7569444,0.4375,0.024691358,0.0,0.0
NwAAgTEP5gAiAA,0.2029321,0.0,0.0,0.45910493,0.023148147
Yx7MQQg3AAABAA,0.79629624,0.46682099,0.027006174,0.0,0.0
Yx7MgQQ3AAABAA,0.78626543,0.4675926,0.026234567,0.0,0.0
NwAIgDEP5iAEAA,0.20679012,0.0,0.0,0.45061728,0.023148147
Yx6aQQg3AAAgAA,0.7353395,0.3333333,0.025462963,0.0,0.0
Yx7KQQI3AAAgAA,0.7361111,0.38040122,0.028549382,0.0,0.0
NwAAiDEP5SABAA,0.21296297,0.0,0.0,0.4066358,0.020061728
Yx6LQQI3AAAIAA,0.7700618,0.4236111,0.021604938,0.0,0.0
Yx6aBQI3AAAIAA,0.7800926,0.38117284,0.030092593,0.0,0.0
NwAAwJjHYhAQAA,0.0,0.0,0.0,0.9984568,0.012345679
mGfwATDgc/ABMA,0.4675926,0.14583333,0.0077160494,0.17978394,0.009259259
4HPhASTgc/ABMA,0.49074075,0.12962963,0.0046296297,0.15740742,0.0054012346
4NvgATCYZ/ABMA,0.533179,0.17592594,0.012345679,0.12268519,0.008487654
4OfgATCYZ/ABMA,0.5648148,0.20370372,0.015432099,0.13888888,0.0061728396
mGfhASLg2+ABMA,0.48302472,0.14351851,0.0077160494,0.18287036,0.010802469
mGfiASHg2+ABMA,0.49074072,0.15663579,0.009259259,0.17283951,0.013888889
yNvBATCYZ+EBUA,0.54938275,0.1851852,0.015432099,0.14197531,0.011574074
4NvBASSYZ+EBIg,0.5625,0.18209878,0.0069444445,0.11419753,0.0054012346
mGfhAQbg7eAAWA,0.39274693,0.0941358,0.0046296297,0.22762345,0.019290123
mGfFASLg7eAAWA,0.42824075,0.11496914,0.0069444445,0.22453703,0.017746914
4O3gAFiYZ+EBBg,0.66743827,0.24382716,0.021604938,0.07330247,0.0038580247
mOeSAQbg7eAAWA,0.37114197,0.07638889,0.0030864198,0.24151234,0.019290123
OOfCAQbg7eAAWA,0.375,0.08564814,0.0046296297,0.23996913,0.019290123
4O3BADKY55IBBg,0.6712963,0.24614197,0.022376543,0.070216045,0.0046296297
xNvgADKY55IBBg,0.66512346,0.25,0.030092593,0.0787037,0.0038580247
xO3ggDCY55IBBg,0.64891976,0.26311728,0.034722224,0.08873457,0.0046296297
2M6SAQbE2+AAMg,0.30555555,0.070216045,0.0046296297,0.25848764,0.023919754
NOeKAQbE2+AAWA,0.38117284,0.10262346,0.0061728396,0.22530864,0.030092593
htvgADLYzpIBBg,0.74382716,0.2955247,0.033950616,0.05169753,0.0015432099
xNvBADLYzpIBBg,0.7592592,0.30324075,0.043209877,0.049382716,0.0046296297
jM/gADLYzpIBBg,0.77932096,0.29783952,0.034722224,0.0470679,0.0023148148
tJuSAQbE28EAWA,0.32175925,0.08873457,0.0077160494,0.2962963,0.040123455
tJ2RAQbE28EAWA,0.29012346,0.063271604,0.0030864198,0.31558645,0.03780864
tJ2KAQbE28EAWA,0.2962963,0.06790123,0.0046296297,0.31095678,0.032407407
xNvBAFi0nZEBBg,0.77006173,0.33256173,0.04398148,0.030092593,0.0
bLuQAQbE28EAWA,0.22685185,0.033950616,0.0,0.35493827,0.061728396
bDeRAQbE28EAWA,0.25154322,0.041666664,0.0015432099,0.33256173,0.05478395
bDuJAQbE28EAWA,0.22608025,0.028549382,0.00077160494,0.34182099,0.044753086
xNvBABxsN5EBBg,0.72530866,0.2345679,0.017746914,0.048611112,0.0030864198
ZNvBADRsN5EBBg,0.6875,0.31327158,0.05169753,0.061728396,0.0
3DaDAQbE28EAHA,0.253858,0.054012343,0.0023148148,0.21296297,0.013888889
bDcjAQbE28EAHA,0.27083334,0.048611112,0.0038580247,0.22299382,0.013117284
ZLfBABxsNyMBBg,0.6682099,0.23148148,0.017746914,0.068672836,0.0015432099
jNuhABxsNyMAQw,0.6736111,0.2013889,0.013888889,0.05632716,0.0023148148
bDcjKQBkt8EAHA,0.30324075,0.08719136,0.009259259,0.27237654,0.024691358
bDdTAgRkt8EAHA,0.34182099,0.084876545,0.0069444445,0.27314815,0.020833334
bDdHCARkt8EAHA,0.3287037,0.08410494,0.0023148148,0.27314815,0.020833334
yt3AABxsN1MCBA,0.8233025,0.20910494,0.011574074,0.022376543,0.0
zHaDABxsN1MCBA,0.7800926,0.29243827,0.017746914,0.031635802,0.0038580247
bDdrAATK3cAAHA,0.22222222,0.04089506,0.0030864198,0.23533951,0.020833334
bLfGAATK3cAAHA,0.2330247,0.051697534,0.0046296297,0.23225309,0.013888889
3DazAATK3cAAHA,0.22993827,0.031635802,0.0015432099,0.22376543,0.013117284
mtuBABxst8YABA,0.8580247,0.20987654,0.013117284,0.017746912,0.00077160494
lt2BABxst8YABA,0.8595679,0.20601851,0.010802469,0.01697531,0.0015432099
bLfGAgCa2wEATg,0.1404321,0.016975308,0.0,0.40817901,0.030864198
7G7GEACa24EAHA,0.19058642,0.020833332,0.0015432099,0.19521604,0.011574074
mtsBAE5st8YCAA,0.8557099,0.42746913,0.025462963,0.013117284,0.0015432099
3LaNAQCa2wEATg,0.12577161,0.0046296297,0.0,0.41589504,0.019290123
bLctAQCa2wEATg,0.12808643,0.0061728396,0.00077160494,0.4189815,0.023148147
mtsBAE5sty0BAA,0.83873457,0.42901233,0.031635802,0.009259259,0.0
7G6bAACa2wEATg,0.14274693,0.0077160494,0.00077160494,0.44058642,0.023919754
3G4bAQCa2wEATg,0.13734569,0.0146604935,0.0,0.45756173,0.030864198
NrcBAB7sbpsAAA,0.88734573,0.37191358,0.019290123,0.010802469,0.0
NdcBAB7sbpsAAA,0.8958334,0.38040122,0.022376543,0.0061728396,0.0
3Ns2AAA2twEAHg,0.13811728,0.012345679,0.0,0.3580247,0.016975308
7N0tAAA2twEAHg,0.20370372,0.015432099,0.0,0.2962963,0.012345679
29wAAB7c2zYAAA,0.8888889,0.34722224,0.020833334,0.010030864,0.00077160494
7rYAAB7c2zYAAA,0.9004629,0.36728394,0.024691358,0.0046296297,0.0
3doAAB7c2zYAAA,0.89660496,0.3726852,0.023148147,0.009259259,0.0
fL8NAADutgAAHg,0.0779321,0.0,0.0,0.4074074,0.022376543
cz8bAADutgAAHg,0.17669754,0.010030864,0.0,0.3171296,0.008487654
7rYACBx8vw0AAA,0.8935185,0.3888889,0.020061728,0.0,0.0
7bYAEBx8vw0AAA,0.8842592,0.38194445,0.020833334,0.0,0.0
